NOMBRE_ENCUESTA,PREGUNTA,RESPUESTAS_POSIBLES,RESPUESTA_CORRECTA,PAIS,RESPUESTA_PAIS
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Emiratos Arabes Unidos      ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Uruguay                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Vanuatu                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Venezuela                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Vietnam                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que  finalmente fueron abandonadas?,b.No,a.Si,Samoa Occidental            ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Syria                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Tanzania                    ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Tailandia                   ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Togo                        ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Tongo                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Trinidad y Tobago           ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Tunisia                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Turquia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Tuvalu                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Rusia                       ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Emiratos Arabes Unidos      ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Uruguay                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Vanuatu                     ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Venezuela                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Vietnam                     ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,a.Invento Nuevo,a.Invento Nuevo,Samoa Occidental            ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Syria                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Tanzania                    ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Tailandia                   ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Togo                        ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Tongo                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Trinidad y Tobago           ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Tunisia                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Turquia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Tuvalu                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Rusia                       ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Emiratos Arabes Unidos      ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Uruguay                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Vanuatu                     ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Venezuela                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Vietnam                     ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,b. Invento mejorado,a.Invento Nuevo,Samoa Occidental            ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Syria                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Tanzania                    ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Tailandia                   ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Togo                        ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Tongo                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Trinidad y Tobago           ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Tunisia                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Turquia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Tuvalu                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Rusia                       ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Emiratos Arabes Unidos      ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Uruguay                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Vanuatu                     ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Venezuela                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Vietnam                     ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido su establecimiento algun Invento?,c. Ninguno,a.Invento Nuevo,Samoa Occidental            ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Syria                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Tanzania                    ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Tailandia                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Togo                        ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Tongo                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Trinidad y Tobago           ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Tunisia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Turquia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Tuvalu                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Rusia                       ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Emiratos Arabes Unidos      ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Uruguay                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Vanuatu                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Venezuela                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Vietnam                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,a.Si,a.Si,Samoa Occidental            ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Syria                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Tanzania                    ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Tailandia                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Togo                        ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Tongo                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Trinidad y Tobago           ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Tunisia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Turquia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Tuvalu                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Rusia                       ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Emiratos Arabes Unidos      ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Uruguay                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Vanuatu                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Venezuela                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Vietnam                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿realizó el establecimiento alguna actividad de I+D o alguna otra actividad conducente a desarrollar o introducir nuevos productos o procesos que a finales del año 2003 todavía no habían sido finalizadas?,b.No,a.Si,Samoa Occidental            ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Syria                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Tanzania                    ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Tailandia                   ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Togo                        ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Tongo                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Trinidad y Tobago           ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Tunisia                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Turquia                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Tuvalu                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Uganda                      ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Emiratos Arabes Unidos      ,c
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Uganda                      ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Rusia                       ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Reino Unido                 ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Estados Unidos              ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Alto Volta                  ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Uruguay                     ,a
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Vanuatu                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Venezuela                   ,d
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Vietnam                     ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,a. Metodo cientifico,a. Metodo cientifico,Samoa Occidental            ,b
Encuesta de creatividad,Durante el periodo 2001-2003 ¿ha introducido  algún  métodos de investigacion ?,b. Metodo de desarrollo,a. Metodo cientifico,Syria                       ,a
